Survived,Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,New_Attr,Class_Fare
0,3,26.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,47.0,1,1,52.5542,True,False,False,False,True,52.5542,
0,1,33.0,0,0,5.0,False,True,False,False,True,5.0,
0,3,47.0,0,0,9.0,False,True,False,False,True,27.0,
1,2,28.0,1,0,24.0,True,False,True,False,False,48.0,
1,3,15.0,0,0,7.225,True,False,True,False,False,21.674999999999997,
0,3,20.0,0,0,9.8458,False,True,False,False,True,29.5374,
0,3,19.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,19.0,0,0,7.8958,False,True,False,False,True,23.6874,
1,1,56.0,0,1,83.1583,True,False,True,False,False,83.1583,
1,2,25.0,0,1,26.0,True,False,False,False,True,52.0,
0,3,33.0,0,0,7.8958,False,True,False,False,True,23.6874,
0,3,22.0,0,0,10.5167,True,False,False,False,True,31.5501,
0,2,28.0,0,0,10.5,False,True,False,False,True,21.0,
0,3,25.0,0,0,7.05,False,True,False,False,True,21.15,
0,3,39.0,0,5,29.125,True,False,False,True,False,87.375,
0,2,27.0,0,0,13.0,False,True,False,False,True,26.0,
1,1,19.0,0,0,30.0,True,False,False,False,True,30.0,
0,3,19.0,1,2,23.45,True,False,False,False,True,70.35,
1,1,26.0,0,0,30.0,False,True,True,False,False,30.0,
0,3,32.0,0,0,7.75,False,True,False,True,False,23.25,
